Mar 24 15:00:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 24 15:00:51 ubuntu dstat.sh[65379]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 24 15:00:51 ubuntu dstat.sh[65379]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 24 15:09:20 ubuntu dstat.sh[65379]: 24-03 15:09:20|  1   1  96   0   0|5007M  348M  184M 2276M|5715B 1619B|   0     0 |   0     0 |1041  1477 |1.29 1.59 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:21 ubuntu dstat.sh[65379]: 24-03 15:09:21|  2   1  95   0   0|5006M  349M  184M 2276M|3597B  648B|   0   984k|   0   193 |1399  2043 |1.29 1.59 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:22 ubuntu dstat.sh[65379]: 24-03 15:09:22|  1   0  97   0   0|5006M  349M  184M 2276M|3690B  810B|   0     0 |   0     0 |1048  1520 |1.29 1.59 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:23 ubuntu dstat.sh[65379]: 24-03 15:09:23|  1   1  96   0   0|5006M  349M  184M 2276M|4787B 1616B|   0  2856k|   0   208 |1164  1563 |1.19 1.56 1.09|1.0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:24 ubuntu dstat.sh[65379]: 24-03 15:09:24|  2   1  96   0   0|5006M  349M  184M 2276M|4536B 1464B|   0   273k|   0  22.1 |1206  1702 |1.19 1.56 1.09|  0   0 1.0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:25 ubuntu dstat.sh[65379]: 24-03 15:09:25|  2   1  97   0   0|5006M  349M  184M 2276M|4712B 1404B|   0    48k|   0  6.00 |1088  1568 |1.19 1.56 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:26 ubuntu dstat.sh[65379]: 24-03 15:09:26|  2   1  97   0   0|5006M  349M  184M 2276M|4177B 1296B|   0     0 |   0     0 |1062  1491 |1.19 1.56 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:27 ubuntu dstat.sh[65379]: 24-03 15:09:27|  2   0  97   0   0|5006M  349M  184M 2276M|5040B 1620B|   0  4096B|   0  1.00 |1040  1462 |1.19 1.56 1.09|  0   0   0|   0     0 |           | 18  291    0   27    0
Mar 24 15:09:28 ubuntu dstat.sh[65379]: 24-03 15:09:28|  1   1  97   0   0|5006M  349M  184M 2276M|4485B 1615B|   0     0 |   0     0 |1003  1441 |1.17 1.56 1.09|1.0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:09:29 ubuntu dstat.sh[65379]: 24-03 15:09:29|  2   1  96   0   0|5007M  348M  184M 2276M|5771B 1623B|   0    96k|   0  13.0 |1294  1860 |1.17 1.56 1.09|2.0   0 2.0|   0     0 |           | 18  291    0   20    0
Mar 24 15:09:30 ubuntu dstat.sh[65379]: 24-03 15:09:30|  1   1  96   1   0|5007M  348M  184M 2276M|6174B 1513B|   0   364k|   0  32.0 |1324  2020 |1.17 1.56 1.09|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:09:31 ubuntu dstat.sh[65379]: 24-03 15:09:31|  2   0  96   0   0|5007M  348M  184M 2276M|7231B 1563B|   0   100k|   0  12.0 |1331  1897 |1.17 1.56 1.09|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:09:32 ubuntu dstat.sh[65379]: 24-03 15:09:32|  2   1  97   0   0|5007M  348M  184M 2276M|5980B 1514B|   0   581k|   0  99.1 |1192  1612 |1.17 1.56 1.09|1.0   0   0|   0     0 |           | 18  291    0   15    0
Mar 24 15:09:33 ubuntu dstat.sh[65379]: 24-03 15:09:33|  2   1  96   0   0|5006M  348M  184M 2276M|5303B 1565B|   0    16k|   0  2.00 |1094  1509 |1.08 1.53 1.08|  0   0   0|   0     0 |           | 18  291    0   15    0
Mar 24 15:09:34 ubuntu dstat.sh[65379]: 24-03 15:09:34|  1   1  97   0   0|5006M  348M  184M 2276M|5377B 1513B|   0     0 |   0     0 |1089  1546 |1.08 1.53 1.08|  0   0 1.0|   0     0 |           | 18  291    0   15    0
Mar 24 15:09:35 ubuntu dstat.sh[65379]: 24-03 15:09:35|  2   1  97   0   0|5006M  348M  184M 2276M|6128B 1567B|   0  8198B|   0  1.00 |1007  1440 |1.08 1.53 1.08|  0   0   0|   0     0 |           | 18  291    0   15    0
Mar 24 15:09:36 ubuntu dstat.sh[65379]: 24-03 15:09:36|  1   0  97   0   0|5006M  348M  184M 2276M|5314B 1513B|   0     0 |   0     0 |1023  1462 |1.08 1.53 1.08|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:37 ubuntu dstat.sh[65379]: 24-03 15:09:37|  2   0  97   0   0|5006M  348M  184M 2276M|4786B 1566B|   0     0 |   0     0 |1137  1530 |1.08 1.53 1.08|2.0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:38 ubuntu dstat.sh[65379]: 24-03 15:09:38|  1   1  96   0   0|5006M  348M  184M 2276M|5098B 1620B|   0   336k|   0  64.0 |1122  1655 |0.99 1.50 1.08|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:39 ubuntu dstat.sh[65379]: 24-03 15:09:39|  2   1  96   0   0|5006M  348M  184M 2276M|5104B 1496B|   0  1811k|   0  89.8 |1315  1950 |0.99 1.50 1.08|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:40 ubuntu dstat.sh[65379]: 24-03 15:09:40|  2   1  97   0   0|5006M  348M  184M 2276M|5298B 1620B|   0    44k|   0  6.00 |1052  1494 |0.99 1.50 1.08|1.0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:41 ubuntu dstat.sh[65379]: 24-03 15:09:41|  2   1  96   0   0|5006M  348M  184M 2276M|4585B 1460B|   0   108k|   0  18.0 |1316  1906 |0.99 1.50 1.08|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:42 ubuntu dstat.sh[65379]: 24-03 15:09:42|  1   0  97   0   0|5006M  348M  184M 2276M|4616B 1618B|   0   200k|   0  15.0 |1075  1538 |0.99 1.50 1.08|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:43 ubuntu dstat.sh[65379]: 24-03 15:09:43|  2   1  96   0   0|5006M  348M  184M 2276M|4620B 1620B|   0  1836k|   0  20.0 |1046  1468 |0.91 1.48 1.07|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:44 ubuntu dstat.sh[65379]: 24-03 15:09:44|  2   1  95   0   0|5006M  348M  184M 2276M|5039B 1620B|   0   408k|   0  21.0 |1414  2287 |0.91 1.48 1.07|1.0   0 3.0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:45 ubuntu dstat.sh[65379]: 24-03 15:09:45|  2   0  96   0   0|5006M  348M  184M 2276M|5088B 1582B|   0   448k|   0  38.0 |1314  2073 |0.91 1.48 1.07|1.0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:46 ubuntu dstat.sh[65379]: 24-03 15:09:46|  2   1  97   0   0|5006M  348M  184M 2276M|5027B 1566B|   0  8193B|   0  1.00 |1031  1475 |0.91 1.48 1.07|  0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:47 ubuntu dstat.sh[65379]: 24-03 15:09:47|  2   1  95   0   0|5006M  348M  184M 2276M|4287B 1510B|   0   156k|   0  18.0 |1347  1903 |0.91 1.48 1.07|1.0   0   0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:48 ubuntu dstat.sh[65379]: 24-03 15:09:48|  8   4  82   3   0|5017M  335M  184M 2278M|3894B 1134B|2940k   59M| 539  99.0 |2317  2870 |0.84 1.45 1.06|2.0 1.0 5.0|   0     0 |           | 18  291    0    4    0
Mar 24 15:09:49 ubuntu dstat.sh[65379]: 24-03 15:09:49| 16   3  80   0   0|5028M  323M  184M 2279M|  12k 9188B| 136k  553k|15.0   122 |3004  3681 |0.84 1.45 1.06|1.0   0   0|   0     0 |           | 18  294    0    4    0
Mar 24 15:09:50 ubuntu dstat.sh[65379]: 24-03 15:09:50| 16   4  79   0   0|5032M  319M  184M 2279M|  14k   12k|  20k  956k|2.00  22.0 |2742  2930 |0.84 1.45 1.06|  0   0 5.0|   0     0 |           | 18  296    0    5    0
Mar 24 15:09:51 ubuntu dstat.sh[65379]: 24-03 15:09:51| 19   3  76   0   0|5048M  303M  184M 2279M|8217B 4755B|  16k  308k|1.00  42.9 |2835  3048 |0.84 1.45 1.06|3.0   0 7.0|   0     0 |           | 18  300    0    6    0
Mar 24 15:09:52 ubuntu dstat.sh[65379]: 24-03 15:09:52| 15   3  80   0   0|5057M  294M  184M 2279M|  15k   12k|   0   465k|   0  22.1 |2883  3028 |0.84 1.45 1.06|  0   0 5.0|   0     0 |           | 18  300    0    7    0
Mar 24 15:09:53 ubuntu dstat.sh[65379]: 24-03 15:09:53| 12   3  83   0   0|5051M  300M  184M 2279M|  14k   10k|   0   291k|   0  24.9 |2452  2678 |0.77 1.43 1.06|  0   0 5.0|   0     0 |           | 18  300    0    8    0
Mar 24 15:09:54 ubuntu dstat.sh[65379]: 24-03 15:09:54| 15   4  80   0   0|5046M  305M  184M 2279M|  15k   12k|   0  2056k|   0   290 |2845  2933 |0.77 1.43 1.06|  0   0 6.0|   0     0 |           | 18  300    0    9    0
Mar 24 15:09:55 ubuntu dstat.sh[65379]: 24-03 15:09:55| 38   5  56   0   0|5071M  280M  184M 2279M|  14k 9803B|8210B  265k|1.00  28.1 |3743  3110 |0.77 1.43 1.06|3.0   0  20|   0     0 |           | 18  297    0   10    0
Mar 24 15:09:56 ubuntu dstat.sh[65379]: 24-03 15:09:56| 43   9  47   0   0|4932M  419M  184M 2279M|4794B 1618B|4091B  128k|1.00  7.99 |3411  2315 |0.77 1.43 1.06|6.0   0 5.0|   0     0 |           | 18  291    0   12    0
Mar 24 15:09:57 ubuntu dstat.sh[65379]: 24-03 15:09:57| 87  10   0   2   0|4958M  388M  184M 2285M|4623B 1621B|5320k  184k| 313  14.0 |5347  3218 |0.77 1.43 1.06|5.0   0 2.0|   0     0 |           | 18  289    0   14    0
Mar 24 15:09:58 ubuntu dstat.sh[65379]: 24-03 15:09:58| 70  11  18   1   0|4987M  356M  184M 2287M|4418B 1514B|1875k 2171k| 167   169 |5136  5176 |0.95 1.46 1.07|3.0   0 6.0|   0     0 |           | 18  291    0   16    0
Mar 24 15:09:59 ubuntu dstat.sh[65379]: 24-03 15:09:59| 31   4  64   0   0|4938M  404M  184M 2288M|4980B 1567B|8199B  224k|1.00  28.0 |4549  8006 |0.95 1.46 1.07|1.0   0 8.0|   0     0 |           | 18  287    0   22    0
Mar 24 15:10:00 ubuntu dstat.sh[65379]: 24-03 15:10:00| 23   4  71   0   0|4994M  348M  184M 2288M|4808B 1617B|   0   267k|   0  28.9 |2580  2393 |0.95 1.46 1.07|1.0   0 2.0|   0     0 |           | 18  287    0   22    0
Mar 24 15:10:01 ubuntu dstat.sh[65379]: 24-03 15:10:01| 12   2  83   0   0|5000M  340M  184M 2290M|4910B 1617B| 523k  359k|27.9  39.9 |5008  9197 |0.95 1.46 1.07|  0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:02 ubuntu dstat.sh[65379]: 24-03 15:10:02|  2   2  95   0   0|4999M  342M  184M 2290M|4859B 1620B|   0   796k|   0  42.0 |1439  1937 |0.95 1.46 1.07|1.0   0 6.0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:03 ubuntu dstat.sh[65379]: 24-03 15:10:03|  3   0  96   0   0|4998M  343M  184M 2290M|5233B 1717B|   0  4103B|   0  1.00 |1270  1699 |0.96 1.45 1.07|1.0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:04 ubuntu dstat.sh[65379]: 24-03 15:10:04|  5   3  89   0   0|5003M  338M  184M 2290M|4632B 1456B|   0   216k|   0  17.0 |3251  5112 |0.96 1.45 1.07|  0   0 2.0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:05 ubuntu dstat.sh[65379]: 24-03 15:10:05|  5   1  93   0   0|5002M  339M  184M 2290M|5062B 1622B|   0   424k|   0  27.0 |1780  2072 |0.96 1.45 1.07|  0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:06 ubuntu dstat.sh[65379]: 24-03 15:10:06|  3   1  95   0   0|5002M  339M  184M 2290M|4517B 1458B|   0   116k|   0  12.0 |1434  1972 |0.96 1.45 1.07|  0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:07 ubuntu dstat.sh[65379]: 24-03 15:10:07|  2   1  96   0   0|5002M  339M  184M 2290M|3585B  717B|   0    60k|   0  6.99 |1085  1573 |0.96 1.45 1.07|1.0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:08 ubuntu dstat.sh[65379]: 24-03 15:10:08|  2   0  96   0   0|5002M  339M  184M 2290M|4032B  972B|   0    72k|   0  9.00 |1045  1522 |0.88 1.42 1.06|  0   0   0|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:09 ubuntu dstat.sh[65379]: 24-03 15:10:09|  2   1  96   0   0|5000M  340M  184M 2290M|4163B 1460B|   0  8678k|   0  1054 |1319  1729 |0.88 1.42 1.06|  0   0   0|   0     0 |           | 18  291    0   21    0
Mar 24 15:10:10 ubuntu dstat.sh[65379]: 24-03 15:10:10|  2   1  96   0   0|5003M  338M  184M 2290M|4700B 1621B|  64k   48k|8.00  7.00 |1250  1706 |0.88 1.42 1.06|  0   0 2.0|   0     0 |           | 18  291    0   21    0
Mar 24 15:10:11 ubuntu dstat.sh[65379]: 24-03 15:10:11|  2   1  96   0   0|5003M  338M  184M 2290M|3847B 1188B|   0    92k|   0  12.0 |1346  1980 |0.88 1.42 1.06|1.0   0   0|   0     0 |           | 18  291    0   21    0
Mar 24 15:10:12 ubuntu dstat.sh[65379]: 24-03 15:10:12|  2   0  96   0   0|5003M  338M  184M 2290M|3624B  809B|   0   176k|   0  11.0 |1117  1607 |0.88 1.42 1.06|  0   0   0|   0     0 |           | 18  291    0   21    0
Mar 24 15:10:13 ubuntu dstat.sh[65379]: 24-03 15:10:13|  2   1  97   0   0|5003M  338M  184M 2290M|3741B  757B|   0    32k|   0  4.01 |1077  1493 |0.81 1.40 1.06|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:14 ubuntu dstat.sh[65379]: 24-03 15:10:14|  2   1  96   0   0|5003M  338M  184M 2290M|4894B 1296B|   0    80k|   0  12.0 |1374  1952 |0.81 1.40 1.06|  0   0 1.0|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:15 ubuntu dstat.sh[65379]: 24-03 15:10:15|  2   0  96   0   0|5003M  338M  184M 2290M|6312B 1566B|   0   412k|   0  39.0 |1291  1968 |0.81 1.40 1.06|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:16 ubuntu dstat.sh[65379]: 24-03 15:10:16|  1   1  97   0   0|5003M  338M  184M 2290M|5941B 1620B|   0     0 |   0     0 |1034  1496 |0.81 1.40 1.06|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:17 ubuntu dstat.sh[65379]: 24-03 15:10:17|  7   4  88   0   0|5002M  339M  184M 2290M|4886B 1510B|   0    96k|   0  9.99 |2391  7653 |0.81 1.40 1.06|  0   0  36|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:18 ubuntu dstat.sh[65379]: 24-03 15:10:18|  2   1  97   0   0|5002M  339M  184M 2290M|4410B 1244B|   0     0 |   0     0 |1029  1451 |0.74 1.38 1.05|  0   0   0|   0     0 |           | 18  291    0   20    0
Mar 24 15:10:19 ubuntu dstat.sh[65379]: 24-03 15:10:19|  6   6  87   0   0|4949M  391M  184M 2290M|5202B 1537B| 381k   28k|26.0  3.01 |2515  2729 |0.74 1.38 1.05|8.0   0  71|   0     0 |           | 18  287    0   22    0
Mar 24 15:10:20 ubuntu dstat.sh[65379]: 24-03 15:10:20| 37   5  57   0   0|4668M  672M  184M 2290M|4886B 1972B| 172k    0 |7.00     0 |2892  1893 |0.74 1.38 1.05|2.0   0 8.0|   0     0 |           | 18  287    0   22    0
Mar 24 15:10:21 ubuntu dstat.sh[65379]: 24-03 15:10:21| 23   4  72   0   0|4746M  594M  184M 2290M|3927B 1346B|  68k  216k|5.00  19.0 |2368  2105 |0.74 1.38 1.05|1.0   0 2.0|   0     0 |           | 18  287    0   22    0
Mar 24 15:10:22 ubuntu dstat.sh[65379]: 24-03 15:10:22| 22   6  70   0   0|4801M  538M  184M 2291M|3558B 1203B|4087B  327k|1.00  18.0 |3521  5395 |0.74 1.38 1.05|3.0   0  16|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:23 ubuntu dstat.sh[65379]: 24-03 15:10:23| 28   6  65   0   0|4868M  471M  184M 2291M|4854B 1569B|   0  1603k|   0  38.1 |3619  4300 |0.92 1.40 1.06|2.0   0 5.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:24 ubuntu dstat.sh[65379]: 24-03 15:10:24| 15   2  81   0   0|4886M  453M  184M 2291M|4411B 1512B|   0  2092k|   0   102 |1987  2117 |0.92 1.40 1.06|1.0   0 2.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:25 ubuntu dstat.sh[65379]: 24-03 15:10:25|  2   0  97   0   0|4885M  454M  184M 2291M|4655B 1598B|   0    12k|   0  3.00 |1022  1512 |0.92 1.40 1.06|  0   0 1.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:26 ubuntu dstat.sh[65379]: 24-03 15:10:26|  1   0  97   0   0|4884M  455M  184M 2291M|4213B 1456B|   0     0 |   0     0 |1024  1488 |0.92 1.40 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:27 ubuntu dstat.sh[65379]: 24-03 15:10:27|  2   1  95   0   0|4883M  456M  184M 2291M|4336B 1457B|   0   280k|   0  14.0 |1487  2026 |0.92 1.40 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:28 ubuntu dstat.sh[65379]: 24-03 15:10:28|  1   1  97   0   0|4883M  456M  184M 2291M|4214B 1404B|   0   232k|   0  17.0 |1099  1580 |0.85 1.38 1.06|2.0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:29 ubuntu dstat.sh[65379]: 24-03 15:10:29|  1   1  96   0   0|4883M  456M  184M 2291M|4395B 1457B|   0   380k|   0  70.0 |1301  1923 |0.85 1.38 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:30 ubuntu dstat.sh[65379]: 24-03 15:10:30|  2   1  96   1   0|4881M  458M  184M 2291M|5699B 1388B|   0  5098k|   0   666 |1509  2061 |0.85 1.38 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:31 ubuntu dstat.sh[65379]: 24-03 15:10:31|  2   1  97   0   0|4878M  460M  184M 2291M|6755B 1513B|   0   116k|   0  12.0 |1357  1915 |0.85 1.38 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:32 ubuntu dstat.sh[65379]: 24-03 15:10:32|  1   1  97   0   0|4876M  462M  184M 2291M|5821B 1620B|   0   200k|   0  15.0 |1124  1575 |0.85 1.38 1.06|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:33 ubuntu dstat.sh[65379]: 24-03 15:10:33|  3   1  95   0   0|4864M  475M  184M 2292M|5546B 1706B| 204k   80k|5.00  11.0 |1388  1861 |0.78 1.36 1.05|  0   0 4.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:34 ubuntu dstat.sh[65379]: 24-03 15:10:34|  1   1  97   0   0|4862M  476M  184M 2292M|5359B 1458B|   0   116k|   0  1.00 |1152  1570 |0.78 1.36 1.05|  0   0 1.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:35 ubuntu dstat.sh[65379]: 24-03 15:10:35|  2   1  97   0   0|4857M  482M  184M 2292M|5298B 1350B|   0     0 |   0     0 |1039  1473 |0.78 1.36 1.05|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:36 ubuntu dstat.sh[65379]: 24-03 15:10:36|  1   0  97   0   0|4856M  483M  184M 2292M|5017B 1079B|   0     0 |   0     0 |1013  1457 |0.78 1.36 1.05|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:37 ubuntu dstat.sh[65379]: 24-03 15:10:37|  2   1  96   0   0|4854M  484M  184M 2292M|4521B 1459B|   0     0 |   0     0 |1092  1517 |0.78 1.36 1.05|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:38 ubuntu dstat.sh[65379]: 24-03 15:10:38|  2   0  97   0   0|4853M  485M  184M 2292M|4044B 1242B|   0   148k|   0  5.00 |1010  1487 |0.72 1.33 1.04|1.0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:39 ubuntu dstat.sh[65379]: 24-03 15:10:39|  1   1  96   0   0|4853M  485M  184M 2292M|3494B  756B|   0    60k|   0  8.00 |1076  1526 |0.72 1.33 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:40 ubuntu dstat.sh[65379]: 24-03 15:10:40|  2   1  97   0   0|4853M  485M  184M 2292M|4258B 1170B|   0    60k|   0  6.00 |1070  1555 |0.72 1.33 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:41 ubuntu dstat.sh[65379]: 24-03 15:10:41|  2   0  96   0   0|4853M  485M  184M 2292M|3922B 1025B|   0   176k|   0  24.0 |1365  2003 |0.72 1.33 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:42 ubuntu dstat.sh[65379]: 24-03 15:10:42|  2   1  96   0   0|4853M  485M  184M 2292M|3318B  756B|   0   200k|   0  15.0 |1113  1598 |0.72 1.33 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:43 ubuntu dstat.sh[65379]: 24-03 15:10:43|  1   1  97   0   0|4853M  485M  184M 2292M|3889B 1080B|   0     0 |   0     0 |1061  1511 |0.66 1.31 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:44 ubuntu dstat.sh[65379]: 24-03 15:10:44|  2   1  97   0   0|4853M  485M  184M 2292M|3932B 1028B|   0   116k|   0  15.0 |1367  1995 |0.66 1.31 1.04|  0   0 1.0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:45 ubuntu dstat.sh[65379]: 24-03 15:10:45|  1   1  95   0   0|4853M  485M  184M 2292M|5065B 1230B|   0   320k|   0  30.0 |1296  1890 |0.66 1.31 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:46 ubuntu dstat.sh[65379]: 24-03 15:10:46|  2   0  97   0   0|4853M  485M  184M 2292M|4857B 1619B|   0     0 |   0     0 |1025  1427 |0.66 1.31 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:47 ubuntu dstat.sh[65379]: 24-03 15:10:47|  1   1  96   0   0|4853M  485M  184M 2292M|4740B 1620B|   0    96k|   0  10.0 |1080  1517 |0.66 1.31 1.04|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:48 ubuntu dstat.sh[65379]: 24-03 15:10:48|  1   0  97   0   0|4853M  485M  184M 2292M|4796B 1619B|   0     0 |   0     0 | 987  1433 |0.61 1.29 1.03|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:49 ubuntu dstat.sh[65379]: 24-03 15:10:49|  1   1  97   0   0|4853M  485M  184M 2292M|4713B 1554B|   0     0 |   0     0 | 999  1411 |0.61 1.29 1.03|  0   0   0|   0     0 |           | 18  291    0   24    0
Mar 24 15:10:50 ubuntu dstat.sh[65379]: 24-03 15:10:50|  5  10  83   0   0|4855M  483M  184M 2292M|3468B 1082B|  24k 4097B|2.00  1.00 |3336  2934 |0.61 1.29 1.03|1.0   0 168|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:51 ubuntu dstat.sh[65379]: 24-03 15:10:51| 15  12  70   0   0|4895M  444M  184M 2292M|4025B 1187B|   0   979k|   0   200 |3919  3373 |0.61 1.29 1.03|1.0   0 143|   0     0 |           | 18  291    0   23    0
Mar 24 15:10:52 ubuntu dstat.sh[65379]: 24-03 15:10:52| 18   4  77   0   0|4923M  416M  184M 2292M|  10k 7286B|   0   196k|   0  11.0 |2122  1853 |0.61 1.29 1.03|1.0   0   0|   0     0 |           | 18  292    0   23    0
Mar 24 15:10:53 ubuntu dstat.sh[65379]: 24-03 15:10:53| 19   5  75   1   0|4920M  418M  184M 2292M|8808B 5547B| 140k  818k|8.02  92.2 |4889  6642 |0.72 1.30 1.04|1.0   0 1.0|   0     0 |           | 18  292    0   25    0
Mar 24 15:10:54 ubuntu dstat.sh[65379]: 24-03 15:10:54| 38  11  49   0   0|4988M  350M  184M 2292M|5523B 2765B|  48k  591k|2.99  75.9 |4536  4696 |0.72 1.30 1.04|3.0   0  31|   0     0 |           | 18  291    0   22    0
Mar 24 15:10:55 ubuntu dstat.sh[65379]: 24-03 15:10:55| 33   5  62   0   0|5027M  310M  184M 2292M|  29k   28k| 200k  432k|6.01  58.0 |3504  3233 |0.72 1.30 1.04|  0   0   0|   0     0 |           | 18  293    0   29    0
Mar 24 15:10:56 ubuntu dstat.sh[65379]: 24-03 15:10:56| 10  16  72   0   0|5022M  316M  184M 2292M|  17k   11k|  16k  184k|1.00  8.00 |4991  4094 |0.72 1.30 1.04|3.0   0 232|   0     0 |           | 18  291    0   33    0
Mar 24 15:10:57 ubuntu dstat.sh[65379]: 24-03 15:10:57|  9  18  70   0   0|4994M  343M  184M 2292M|  16k 2768B|   0   144k|   0  12.0 |5100  3891 |0.72 1.30 1.04|1.0   0 240|   0     0 |           | 18  291    0   33    0
Mar 24 15:10:58 ubuntu dstat.sh[65379]: 24-03 15:10:58| 22   5  72   0   0|5047M  290M  184M 2292M|4641B 1550B|  68k  196k|2.99  12.0 |2176  1851 |0.74 1.30 1.04|1.0   0 2.0|   0     0 |           | 18  291    0   28    0
