Dec 30 07:31:40 jammy-provider-cloud-0000007872 systemd[1]: Started Devstack devstack@dstat.service.
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 30 07:40:56 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:40:56| 78  13   9   0   0|3890M  778M  202M 2867M|4890B 1458B|  16k 4096B|2.00  1.00 |1941  2367 |0.67 1.20 0.95|5.0   0  12|   0     0 |   0     0 | 18  258    4   22    1
Dec 30 07:40:57 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:40:57| 80  17   2   0   0|4044M  622M  202M 2869M|5696B 1940B| 464k 1288k|53.0  73.0 |4937  9700 |1.26 1.31 0.99|5.0   0  10|   0     0 |   0     0 | 18  264    5   26    1
Dec 30 07:40:58 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:40:58| 66  13  21   0   0|3956M  709M  202M 2871M|  40k   16k|   0  9763k|   0   909 |8421    15k|1.26 1.31 0.99|1.0   0 9.0|   0     0 |   0     0 | 18  260    5   30    1
Dec 30 07:40:59 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:40:59| 24   3  72   0   0|4018M  646M  202M 2871M|8814B 1620B|  16k 1104k|1.00   141 |1219  1666 |1.26 1.31 0.99|2.0   0 3.0|   0     0 |   0     0 | 18  260    5   30    1
Dec 30 07:41:00 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:00| 26   7  65   1   0|4094M  569M  202M 2872M| 151k   72k|   0   224k|   0  23.0 |3979    11k|1.26 1.31 0.99|2.0   0 4.0|   0     0 |   0     0 | 18  268    5   35    1
Dec 30 07:41:01 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:01|  5   1  92   0   0|4098M  565M  202M 2872M|  36k   15k|   0   446k|   0  34.9 |1981  3451 |1.26 1.31 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  270    5   35    1
Dec 30 07:41:02 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:02|  2   0  95   0   0|4098M  565M  202M 2872M|5667B 1693B|   0   252k|   0  7.00 |1161  1890 |1.16 1.29 0.99|  0   0   0|   0     0 |   0     0 | 18  270    5   35    1
Dec 30 07:41:03 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:03|  2   0  96   0   0|4098M  565M  202M 2872M|5058B 1602B|   0     0 |   0     0 |1083  1802 |1.16 1.29 0.99|1.0   0   0|   0     0 |   0     0 | 18  270    5   35    1
Dec 30 07:41:04 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:04|  2   0  96   0   0|4098M  565M  202M 2872M|5350B 1732B|   0    80k|   0  11.0 |1164  2052 |1.16 1.29 0.99|1.0   0   0|   0     0 |   0     0 | 18  270    5   35    1
Dec 30 07:41:05 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:05|  2   1  95   0   0|4098M  565M  202M 2872M|6455B 1731B|   0   356k|   0  31.0 |1194  2114 |1.16 1.29 0.99|2.0   0   0|   0     0 |   0     0 | 18  270    5   35    1
Dec 30 07:41:06 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:06|  2   1  96   0   0|4098M  565M  202M 2872M|5488B 1619B|   0     0 |   0     0 |1031  1717 |1.16 1.29 0.99|2.0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:07 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:07|  5   1  93   0   0|4099M  564M  202M 2872M|6100B 1627B|   0   169k|   0  21.1 |1535  2465 |1.06 1.27 0.98|  0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:08|  4   2  94   1   0|4099M  564M  202M 2872M|  12k 1865B|  32k 2038k|1.99   103 |1536  2452 |1.06 1.27 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:09|  1   0  95   0   0|4099M  564M  202M 2872M|5638B 1620B|   0   136k|   0  17.0 |1229  2138 |1.06 1.27 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:10|  3   1  95   0   0|4099M  564M  202M 2872M|5001B 1511B|   0   200k|   0  15.0 |1205  2225 |1.06 1.27 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:11|  3   1  94   0   0|4100M  563M  202M 2872M|5229B 1566B|   0   144k|   0  24.0 |1487  2549 |1.06 1.27 0.98|2.0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:12|  4   2  93   0   0|4100M  563M  202M 2872M|4677B 1703B|   0   253k|   0  16.1 |1819  3692 |0.98 1.25 0.98|  0   0   0|   0     0 |   0     0 | 18  270    5   34    1
Dec 30 07:41:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:13|  5   1  94   0   0|4100M  563M  202M 2872M|5668B 1763B|   0  5224k|   0   486 |1487  2285 |0.98 1.25 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   36    1
Dec 30 07:41:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:14|  2   1  95   0   0|4100M  563M  202M 2872M|5434B 1605B|   0  4059B|   0  0.99 |1162  1847 |0.98 1.25 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   32    1
Dec 30 07:41:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:15|  2   1  96   0   0|4100M  563M  202M 2872M|6319B 1732B|   0    52k|   0  5.01 |1086  1986 |0.98 1.25 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   32    1
Dec 30 07:41:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:16|  2   1  97   0   0|4100M  563M  202M 2872M|5407B 1620B|   0     0 |   0     0 |1008  1724 |0.98 1.25 0.98|1.0   0   0|   0     0 |   0     0 | 18  270    5   28    1
Dec 30 07:41:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:17|  2   1  96   0   0|4100M  563M  202M 2872M|8466B 1518B|   0   233k|   0  16.1 |1359  2239 |0.90 1.23 0.97|  0   0   0|   0     0 |   0     0 | 18  270    5   28    1
Dec 30 07:41:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:18|  8   8  82   0   0|4115M  548M  203M 2872M|6923B 1703B| 370k 1908k|27.9  52.8 |2646  4772 |0.90 1.23 0.97|2.0   0  72|   0     0 |   0     0 | 18  270    5   24    1
Dec 30 07:41:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:19| 34   8  58   0   0|3954M  709M  203M 2872M|6880B 2110B|  16k  360k|1.00  40.0 |2039  3315 |0.90 1.23 0.97|3.0   0 4.0|   0     0 |   0     0 | 18  222    5   32    1
Dec 30 07:41:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:20| 45  11  44   0   0|4014M  648M  203M 2873M|7881B 2162B|8193B  116k|1.00  9.00 |1821  5000 |0.90 1.23 0.97|5.0   0 5.0|   0     0 |   0     0 | 18  230    5   36    1
Dec 30 07:41:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:21| 32  12  55   0   0|3877M  785M  203M 2873M|6489B 1621B|   0   312k|   0  31.0 |1886  2966 |0.90 1.23 0.97|3.0   0 1.0|   0     0 |   0     0 | 18  222    5   40    1
Dec 30 07:41:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:22| 21   5  72   0   0|3877M  785M  203M 2873M|6177B 1711B|   0   156k|   0  7.99 |1168  1636 |0.91 1.22 0.97|2.0   0   0|   0     0 |   0     0 | 18  222    5   40    1
Dec 30 07:41:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:23| 25   6  70   0   0|3746M  916M  203M 2873M|5995B 1698B|8211B  357k|2.00  33.1 |1801  2814 |0.91 1.22 0.97|3.0   0  10|   0     0 |   0     0 | 17  205    5   42    1
Dec 30 07:41:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:24| 24   3  71   0   0|3800M  862M  203M 2874M|  41k 1650B| 272k  887k|38.0  56.9 |1853  3158 |0.91 1.22 0.97|2.0   0   0|   0     0 |   0     0 | 17  205    5   42    1
Dec 30 07:41:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:25| 24   3  72   1   0|3828M  833M  203M 2874M|5681B 1564B| 827k    0 | 102     0 |1631  2686 |0.91 1.22 0.97|4.0   0   0|   0     0 |   0     0 | 17  207    5   42    1
Dec 30 07:41:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:26| 43  10  46   1   0|3950M  708M  203M 2877M|5357B 1633B| 923k  496k|93.7  41.3 |4947    16k|0.91 1.22 0.97|3.0   0 6.0|   0     0 |   0     0 | 18  230    5   52    1
Dec 30 07:41:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:27| 14   3  80   0   0|3982M  676M  203M 2878M|6006B 1608B| 270k 1183k|18.9  72.5 |2711  4982 |0.92 1.22 0.97|2.0   0 3.0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:28|  2   1  96   0   0|3982M  675M  203M 2878M|6122B 1693B|   0  8188B|   0  1.00 |1108  1817 |0.92 1.22 0.97|1.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:29|  3   1  94   0   0|3982M  675M  203M 2878M|6676B 1714B|   0   940k|   0   143 |1256  2166 |0.92 1.22 0.97|1.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:30|  3   1  96   0   0|3982M  675M  203M 2878M|5214B 1627B|   0   321k|   0  23.1 |1105  2070 |0.92 1.22 0.97|  0   0 1.0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:31|  2   1  95   0   0|3982M  675M  203M 2878M|4730B 1674B|   0   128k|   0  20.9 |1391  2472 |0.92 1.22 0.97|1.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:32|  5   1  93   0   0|3983M  675M  203M 2878M|4946B 1759B|   0   360k|   0  30.0 |1468  2526 |0.92 1.21 0.97|2.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:33|  3   1  96   0   0|3983M  674M  203M 2878M|5275B 1573B|   0   980k|   0  3.01 |1065  1809 |0.92 1.21 0.97|1.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:34|  1   0  96   0   0|3983M  674M  203M 2878M|5691B 1611B|   0     0 |   0     0 |1038  1763 |0.92 1.21 0.97|2.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:35|  3   1  96   0   0|3983M  674M  203M 2878M|7215B 1620B|   0   700k|   0  89.0 |1096  2030 |0.92 1.21 0.97|1.0   0   0|   0     0 |   0     0 | 18  232    5   52    1
Dec 30 07:41:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:36|  4   1  95   0   0|3987M  670M  203M 2878M|7326B 1620B|  32k  164k|1.00  18.0 |1356  2287 |0.92 1.21 0.97|1.0   0   0|   0     0 |   0     0 | 18  236    5   52    1
Dec 30 07:41:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:37| 23   3  73   0   0|3999M  658M  203M 2878M|7017B 1621B|  48k  552k|4.00  62.0 |2233  4213 |1.09 1.24 0.98|2.0   0   0|   0     0 |   0     0 | 18  240    5   52    1
Dec 30 07:41:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:38|  2   0  96   0   0|3999M  658M  203M 2878M|  11k 1518B|   0   112k|   0  9.04 |1059  1780 |1.09 1.24 0.98|  0   0   0|   0     0 |   0     0 | 18  240    5   52    1
Dec 30 07:41:39 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:39|  2   1  96   0   0|3999M  658M  203M 2878M|5611B 1614B|   0    96k|   0  13.0 |1204  2169 |1.09 1.24 0.98|1.0   0   0|   0     0 |   0     0 | 18  240    5   52    1
Dec 30 07:41:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:40|  2   2  95   0   0|4000M  657M  203M 2878M|5434B 1565B|   0   500k|   0  35.0 |1190  2208 |1.09 1.24 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  240    5   52    1
Dec 30 07:41:41 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:41|  3   1  95   0   0|4000M  657M  203M 2878M|6832B 1787B|   0   116k|   0  20.0 |1374  2331 |1.09 1.24 0.98|1.0   0   0|   0     0 |   0     0 | 18  240    5   52    1
Dec 30 07:41:42 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:42|  3   1  96   1   0|4000M  657M  203M 2878M|5070B 1621B|   0   368k|   0  36.0 |1211  2024 |1.00 1.22 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  244    5   52    1
Dec 30 07:41:43 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:43|  2   1  96   0   0|4000M  657M  203M 2878M|8308B 1622B|   0     0 |   0     0 |1082  1818 |1.00 1.22 0.98|1.0   0   0|   0     0 |   0     0 | 18  244    5   52    1
Dec 30 07:41:44 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:44|  2   1  96   0   0|4001M  656M  203M 2878M|5871B 1511B|   0  7319k|   0   709 |1114  1745 |1.00 1.22 0.98|1.0   0   0|   0     0 |   0     0 | 18  244    5   52    1
Dec 30 07:41:45 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:45|  2   1  96   0   0|4001M  656M  203M 2878M|5522B 1668B|   0     0 |   0     0 |1076  1928 |1.00 1.22 0.98|  0   0   0|   0     0 |   0     0 | 18  244    5   52    1
Dec 30 07:41:46 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:46|  1   0  96   0   0|4001M  656M  203M 2878M|5576B 1654B|   0   103k|   0  11.9 |1160  1988 |1.00 1.22 0.98|1.0   0   0|   0     0 |   0     0 | 18  244    5   52    1
Dec 30 07:41:47 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:47|  5   1  94   0   0|4001M  656M  203M 2878M|5036B 1566B|   0   460k|   0  47.0 |1630  2864 |1.08 1.24 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:48 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:48|  2   1  96   0   0|4001M  656M  203M 2878M|8724B 1802B|   0     0 |   0     0 |1082  1785 |1.08 1.24 0.98|1.0   0   0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:49 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:49|  2   0  96   0   0|4001M  656M  203M 2878M|5867B 1620B|   0   120k|   0  16.0 |1236  2176 |1.08 1.24 0.98|2.0   0   0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:50 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:50|  3   1  95   0   0|4001M  655M  203M 2878M|8522B 1626B|   0   554k|   0  31.1 |1419  2586 |1.08 1.24 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:51 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:51|  3   1  94   0   0|4001M  655M  203M 2878M|4882B 1672B|   0   171k|   0  28.9 |1399  2518 |1.08 1.24 0.98|2.0   0   0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:52 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:52|  2   1  96   1   0|4001M  655M  203M 2878M|4555B 1625B|   0  2311k|   0   119 |1244  2248 |1.08 1.23 0.98|3.0   0   0|   0     0 |   0     0 | 18  248    5   52    1
Dec 30 07:41:53 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:53| 10  14  75   0   0|4012M  645M  203M 2878M|5968B 1713B|   0     0 |   0     0 |2825  7437 |1.08 1.23 0.98|2.0   0 295|   0     0 |   0     0 | 18  248    5   48    1
Dec 30 07:41:54 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:54| 21   6  72   0   0|4062M  595M  203M 2878M|  41k 1566B|   0     0 |   0     0 |1780  2558 |1.08 1.23 0.98|3.0   0  68|   0     0 |   0     0 | 18  248    5   48    1
Dec 30 07:41:55 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:55| 25   5  69   1   0|4094M  563M  203M 2878M|5479B 1631B|   0  1051k|   0  67.5 |2835  5348 |1.08 1.23 0.98|4.0   0 1.0|   0     0 |   0     0 | 18  253    5   46    1
Dec 30 07:41:56 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:56| 25   4  67   1   0|4073M  583M  203M 2879M|5193B 1697B|  24k 2312k|1.99   200 |3188  5756 |1.08 1.23 0.98|3.0   0  24|   0     0 |   0     0 | 18  253    5   48    1
Dec 30 07:41:57 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:57| 22   8  69   0   0|4052M  605M  203M 2879M|5299B 1757B| 169k  522k|5.02  46.2 |3104  5262 |0.99 1.21 0.98|1.0   0 106|   0     0 |   0     0 | 18  253    5   51    1
Dec 30 07:41:58 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:58|  9  19  71   0   0|4055M  602M  203M 2879M|5093B 1619B|   0     0 |   0     0 |3022  4753 |0.99 1.21 0.98|1.0   0 324|   0     0 |   0     0 | 18  253    5   51    1
Dec 30 07:41:59 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:41:59| 19   8  71   0   0|4103M  553M  203M 2879M|  17k 2555B| 143k  255k|20.9  21.9 |1996  3009 |0.99 1.21 0.98|2.0   0  62|   0     0 |   0     0 | 18  253    5   46    1
Dec 30 07:42:00 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:00| 23   4  71   0   0|4153M  500M  203M 2881M|5808B 1628B|  32k 2540k|6.03   114 |1702  2731 |0.99 1.21 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  253    5   46    1
Dec 30 07:42:01 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:01| 25   4  71   0   0|4153M  499M  203M 2882M|5332B 1789B|   0   368k|   0  27.0 |1735  2898 |0.99 1.21 0.98|1.0   0 5.0|   0     0 |   0     0 | 18  253    5   41    1
Dec 30 07:42:02 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:02| 27   4  68   1   0|4162M  490M  203M 2882M|8770B 1613B|  20k 1047k|2.01  89.3 |4317  9214 |0.99 1.21 0.98|2.0   0   0|   0     0 |   0     0 | 18  257    5   42    1
Dec 30 07:42:03 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:03| 28   3  64   1   0|4178M  473M  203M 2884M|  10k 4379B| 873k 1316k|63.8   186 |3869  6944 |0.99 1.21 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  262    5   43    1
Dec 30 07:42:04 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:04| 21   3  73   1   0|4184M  466M  203M 2885M|  16k 6386B| 248k 1439k|20.0   230 |3912  7218 |0.99 1.21 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  263    5   46    1
Dec 30 07:42:05 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:05| 10   2  85   1   0|4191M  459M  203M 2885M|  26k   10k|  64k 6708k|3.99   789 |2849  4854 |0.99 1.21 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  266    5   46    1
Dec 30 07:42:06 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:06|  8   1  89   0   0|4191M  458M  203M 2885M|7624B 1858B|   0  1103k|   0  74.9 |2054  3769 |0.99 1.21 0.98|2.0   0 3.0|   0     0 |   0     0 | 18  270    5   46    1
Dec 30 07:42:07 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:07| 28   4  65   1   0|4208M  441M  203M 2886M|  20k 8476B|  16k 2334k|1.00   332 |5201    10k|0.99 1.20 0.98|2.0   0 2.0|   0     0 |   0     0 | 18  274    5   49    1
Dec 30 07:42:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:08| 24   4  68   2   0|4217M  431M  203M 2886M|  18k 4440B|  16k 7157k|1.00   549 |5199    11k|0.99 1.20 0.98|1.0   0   0|   0     0 |   0     0 | 18  274    5   50    1
Dec 30 07:42:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:09|  8   1  89   0   0|4217M  431M  203M 2886M|  10k 3671B|   0  2120k|   0   140 |1997  3778 |0.99 1.20 0.98|1.0   0   0|   0     0 |   0     0 | 18  275    5   50    1
Dec 30 07:42:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:10|  4   1  92   0   0|4217M  431M  203M 2886M|  22k 8545B|   0   776k|   0  84.5 |1890  3382 |0.99 1.20 0.98|3.0   0 1.0|   0     0 |   0     0 | 18  275    5   50    1
Dec 30 07:42:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:11| 27   5  65   2   0|4224M  424M  203M 2887M|6816B 1513B|   0  2097k|   0   295 |5180    10k|0.99 1.20 0.98|3.0   0   0|   0     0 |   0     0 | 18  277    5   52    1
Dec 30 07:42:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:12| 20   3  73   1   0|4226M  422M  203M 2887M|9538B 4338B|   0  3733k|   0   343 |4650  9528 |1.07 1.22 0.99|1.0   0   0|   0     0 |   0     0 | 18  276    5   53    1
Dec 30 07:42:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:13| 12   2  84   1   0|4226M  421M  203M 2887M|8058B 4188B|   0  2259k|   0   201 |2515  5002 |1.07 1.22 0.99|  0   0   0|   0     0 |   0     0 | 18  277    5   54    1
Dec 30 07:42:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:14|  7   3  87   1   0|4226M  421M  203M 2887M|7123B 1787B|   0  4848k|   0   316 |3437  6543 |1.07 1.22 0.99|3.0   0   0|   0     0 |   0     0 | 18  277    5   52    1
Dec 30 07:42:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:15| 12   2  82   1   0|4227M  420M  203M 2887M|9697B 4343B|   0   868k|   0   131 |2896  5357 |1.07 1.22 0.99|4.0   0 2.0|   0     0 |   0     0 | 18  282    5   54    1
Dec 30 07:42:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:16| 25   3  70   1   0|4230M  416M  203M 2888M|  12k 5806B| 212k 2595k|12.0   174 |3874  7047 |1.07 1.22 0.99|2.0   0   0|   0     0 |   0     0 | 18  281    5   56    1
Dec 30 07:42:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:17| 10   2  87   0   0|4231M  416M  203M 2888M|  34k   15k|   0  1071k|   0   132 |2885  5098 |0.99 1.20 0.98|  0   0 1.0|   0     0 |   0     0 | 18  283    5   57    1
Dec 30 07:42:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:18|  5   1  90   0   0|4231M  416M  203M 2888M|  12k 4145B|   0   371k|   0  50.8 |1980  3416 |0.99 1.20 0.98|5.0   0   0|   0     0 |   0     0 | 18  282    5   58    1
Dec 30 07:42:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:19|  6   1  92   1   0|4231M  415M  203M 2888M|  21k 8517B|   0   784k|   0  92.5 |1918  3459 |0.99 1.20 0.98|2.0   0   0|   0     0 |   0     0 | 18  283    5   58    1
Dec 30 07:42:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:20| 26   4  67   1   0|4232M  414M  203M 2888M|5459B 1749B|   0  1948k|   0   288 |5328    11k|0.99 1.20 0.98|2.0   0   0|   0     0 |   0     0 | 18  283    5   52    1
Dec 30 07:42:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:21| 28   4  65   1   0|4233M  413M  203M 2888M|4900B 1619B|   0  9986k|   0  1028 |5934    11k|0.99 1.20 0.98|3.0   0 1.0|   0     0 |   0     0 | 18  283    5   54    1
Dec 30 07:42:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:22| 22   3  70   1   0|4234M  411M  203M 2889M|7335B 1618B|   0  6129k|   0   458 |5866    13k|0.99 1.19 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  284    5   47    1
Dec 30 07:42:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:23|  4   1  92   0   0|4235M  411M  203M 2889M|6343B 1662B|   0   560k|   0  31.0 |1539  2590 |0.99 1.19 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  285    5   47    1
Dec 30 07:42:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:24|  4   1  94   0   0|4235M  410M  203M 2889M|  42k 1582B|   0     0 |   0     0 |1303  1985 |0.99 1.19 0.98|1.0   0   0|   0     0 |   0     0 | 18  285    5   45    1
Dec 30 07:42:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:25| 13   3  80   1   0|4235M  410M  203M 2889M|5770B 1618B|   0  1067k|   0   169 |3786  7240 |0.99 1.19 0.98|2.0   0   0|   0     0 |   0     0 | 18  286    5   45    1
Dec 30 07:42:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:42:26| 29   4  64   2   0|4235M  409M  203M 2890M|9702B 1667B|   0  2685k|   0   372 |6147    12k|0.99 1.19 0.98|2.0   0   0|   0     0 |   0     0 | 18  285    5   52    1
